央视,#genre#
青海卫视高清,http://192.168.1.1:7088/rtp/239.21.0.144:3920
广东卫视超清,http://192.168.1.1:7088/rtp/239.20.0.99:3004
经济科教超清,http://192.168.1.1:7088/rtp/239.20.0.98:3008
广东体育超清,http://192.168.1.1:7088/rtp/239.20.0.97:3012
广东珠江超清,http://192.168.1.1:7088/rtp/239.20.0.63:3148
山东卫视超清,http://192.168.1.1:7088/rtp/239.20.0.88:3048
IPTV谍战剧场,http://192.168.1.1:7088/rtp/239.20.0.228:2254
IPTV相声小品,http://192.168.1.1:7088/rtp/239.20.0.229:2256
IPTV野外,http://192.168.1.1:7088/rtp/239.20.0.230:2258
IPTV法治,http://192.168.1.1:7088/rtp/239.20.0.231:2260
爱电影,http://192.168.1.1:7088/rtp/239.20.0.232:2262
经典电影,http://192.168.1.1:7088/rtp/239.20.0.233:2264
爱大剧,http://192.168.1.1:7088/rtp/239.20.0.234:2266
热播剧场,http://192.168.1.1:7088/rtp/239.20.0.235:2268
爱综艺,http://192.168.1.1:7088/rtp/239.20.0.236:2270
爱体育,http://192.168.1.1:7088/rtp/239.20.0.237:2272
少儿动画,http://192.168.1.1:7088/rtp/239.20.0.238:2274
魅力时尚,http://192.168.1.1:7088/rtp/239.20.0.239:2276
收视指南,http://192.168.1.1:7088/rtp/239.20.0.240:2278
汽摩,http://192.168.1.1:7088/rtp/239.20.0.222:2242
书画,http://192.168.1.1:7088/rtp/239.21.0.140:3904
老故事,http://192.168.1.1:7088/rtp/239.20.0.227:2252
中学生,http://192.168.1.1:7088/rtp/239.21.0.139:3900
环球奇观,http://192.168.1.1:7088/rtp/239.20.0.245:2288
国学频道,http://192.168.1.1:7088/rtp/239.20.0.247:2292
发现之旅,http://192.168.1.1:7088/rtp/239.21.0.151:3948
兵器科技高清,http://192.168.1.1:7088/rtp/239.21.0.80:3660
电视指南高清,http://192.168.1.1:7088/rtp/239.21.0.81:3664
风云足球高清,http://192.168.1.1:7088/rtp/239.21.0.70:3620
央视台球高清,http://192.168.1.1:7088/rtp/239.21.0.71:3624
高尔夫网球高清,http://192.168.1.1:7088/rtp/239.21.0.72:3628
女性时尚高清,http://192.168.1.1:7088/rtp/239.21.0.73:3632
世界地理高清,http://192.168.1.1:7088/rtp/239.21.0.74:3636
怀旧剧场高清,http://192.168.1.1:7088/rtp/239.21.0.75:3640
风云剧场高清,http://192.168.1.1:7088/rtp/239.21.0.76:3644
央视精品高清,http://192.168.1.1:7088/rtp/239.21.0.77:3648
第一剧场高清,http://192.168.1.1:7088/rtp/239.21.0.78:3652
风云音乐高清,http://192.168.1.1:7088/rtp/239.21.0.79:3656
早期教育高清,http://192.168.1.1:7088/rtp/239.21.0.106:3764
咪咕-高清赛事29,http://192.168.1.1:7088/rtp/239.21.0.33:3472
咪咕-高清赛事28,http://192.168.1.1:7088/rtp/239.21.0.32:3468
咪咕-高清赛事27,http://192.168.1.1:7088/rtp/239.21.0.31:3464
咪咕-高清赛事26,http://192.168.1.1:7088/rtp/239.21.0.30:3460
咪咕-高清赛事25,http://192.168.1.1:7088/rtp/239.21.0.29:3456
咪咕-高清赛事19,http://192.168.1.1:7088/rtp/239.21.0.19:3416
咪咕-高清赛事18,http://192.168.1.1:7088/rtp/239.21.0.18:3412
咪咕-高清赛事23,http://192.168.1.1:7088/rtp/239.21.0.23:3432
咪咕-高清赛事22,http://192.168.1.1:7088/rtp/239.21.0.22:3428
咪咕-高清赛事21,http://192.168.1.1:7088/rtp/239.21.0.21:3424
咪咕-高清赛事20,http://192.168.1.1:7088/rtp/239.21.0.20:3420
咪咕-高清赛事17,http://192.168.1.1:7088/rtp/239.21.0.17:3408
咪咕-高清赛事16,http://192.168.1.1:7088/rtp/239.21.0.16:3404
咪咕-高清赛事15,http://192.168.1.1:7088/rtp/239.21.0.15:3400
咪咕-高清赛事14,http://192.168.1.1:7088/rtp/239.21.0.14:3396
咪咕-高清赛事13,http://192.168.1.1:7088/rtp/239.21.0.13:3392
咪咕-高清赛事12,http://192.168.1.1:7088/rtp/239.21.0.12:3388
咪咕-高清赛事11,http://192.168.1.1:7088/rtp/239.21.0.11:3384
咪咕-高清赛事10,http://192.168.1.1:7088/rtp/239.21.0.10:3380
咪咕-高清赛事9,http://192.168.1.1:7088/rtp/239.20.0.09:3368
咪咕-高清赛事8,http://192.168.1.1:7088/rtp/239.20.0.10:3364
咪咕-高清赛事7,http://192.168.1.1:7088/rtp/239.20.0.11:3360
咪咕-高清赛事6,http://192.168.1.1:7088/rtp/239.20.0.12:3356
咪咕-高清赛事5,http://192.168.1.1:7088/rtp/239.20.0.13:3352
咪咕-高清赛事4,http://192.168.1.1:7088/rtp/239.20.0.14:3348
移动咪咕五大联赛4K-2,http://192.168.1.1:7088/rtp/239.20.0.65:3140
咪咕五大联赛4K-1,http://192.168.1.1:7088/rtp/239.20.0.66:3136
百视通高清直播室101,http://192.168.1.1:7088/rtp/239.20.0.42:3236
百视通高清直播室102,http://192.168.1.1:7088/rtp/239.20.0.41:3240
百视通高清直播室107,http://192.168.1.1:7088/rtp/239.20.0.36:3260
百视通高清直播室106,http://192.168.1.1:7088/rtp/239.20.0.37:3256
百视通高清直播室105,http://192.168.1.1:7088/rtp/239.20.0.38:3252
百视通高清直播室104,http://192.168.1.1:7088/rtp/239.20.0.39:3248
百视通高清直播室103,http://192.168.1.1:7088/rtp/239.20.0.40:3244
咪咕-高清赛事1,http://192.168.1.1:7088/rtp/239.20.0.45:3224
咪咕-高清赛事2,http://192.168.1.1:7088/rtp/239.20.0.44:3228
咪咕-高清赛事3,http://192.168.1.1:7088/rtp/239.20.0.43:3232
精选频道5,http://192.168.1.1:7088/rtp/239.20.0.18:3332
精选频道4,http://192.168.1.1:7088/rtp/239.20.0.19:3328
精选频道3,http://192.168.1.1:7088/rtp/239.20.0.20:3324
精选4k频道3,http://192.168.1.1:7088/rtp/239.20.0.46:3220
精选频道2,http://192.168.1.1:7088/rtp/239.20.0.21:3320

